"stationId","stationName","state","wfo","radar","timeZoneId","latitude","longitude"
"KLVK","Livermore, Livermore Municipal Airport","CA","MTR","MUX","America/Los_Angeles",37.69278,-121.81444
"KMAE","Madera Municipal Airport","CA","HNX","null","America/Los_Angeles",36.9851,-120.11064
"KMCC","Sacramento, McClellan Airfield Airport","CA","STO","DAX","America/Los_Angeles",38.66667,-121.4
"KMCE","Merced Regional Airport","CA","HNX","MUX","America/Los_Angeles",37.28306,-120.50778
"KMER","Merced / Castle Air Force Base","CA","HNX","MUX","America/Los_Angeles",37.36667,-120.56667
"KMHR","Sacramento Mather Airport","CA","STO","DAX","America/Los_Angeles",38.55996,-121.28397
"KMHS","Mount Shasta","CA","MFR","MAX","America/Los_Angeles",41.31494,-122.31702
"KMHV","Mojave","CA","HNX","EYX","America/Los_Angeles",35.06667,-118.15
"KMMH","Mammoth Yosemite Airport","CA","REV","HNX","America/Los_Angeles",37.6241,-118.8423
"KMOD","Modesto City-County Airport - Harry Sham Field","CA","STO","MUX","America/Los_Angeles",37.62549,-120.9549
"KMRY","Monterey Regional Airport","CA","MTR","MUX","America/Los_Angeles",36.59047,-121.84875
"KMYF","San Diego, Montgomery Field","CA","SGX","NKX","America/Los_Angeles",32.81444,-117.13639
"KMYV","Marysville, Yuba County Airport","CA","STO","BBX","America/Los_Angeles",39.09778,-121.56972
"KNFG","Oceanside, Camp Pendleton, Marine Corps Air Station","CA","SGX","NKX","America/Los_Angeles",33.30472,-117.35389
"KNID","China Lake, Naval Air Facility","CA","HNX","EYX","America/Los_Angeles",35.68639,-117.69
"KNJK","El Centro, Naval Air Facility","CA","PSR","YUX","America/Los_Angeles",32.825,-115.66056
"KNKX","San Diego, Miramar MCAS/Mitscher Field Airport","CA","SGX","NKX","America/Los_Angeles",32.86833,-117.1425
"KNLC","Lemoore Naval Air Station - Reeves Field","CA","HNX","HNX","America/Los_Angeles",36.30244,-119.93968
"KNRS","Imperial Beach Naval Outlying Field - Ream Field","CA","SGX","NKX","America/Los_Angeles",32.56302,-117.11091
"KNSI","San Nicolas Island Naval Outlying Field","CA","null","null","America/Los_Angeles",33.23379,-119.45588
"KNTD","Point Mugu, Naval Air Warfare Center","CA","LOX","VTX","America/Los_Angeles",34.12389,-119.12167
"KNUC","San Clemente Island NALF","CA","SGX","null","America/Los_Angeles",33.0218,-118.58266
"KNUQ","Mountain View, Moffett Field","CA","MTR","MUX","America/Los_Angeles",37.40583,-122.04806
"KNXP","Twentynine Palms SELF Airport","CA","VEF","SOX","America/Los_Angeles",34.29401,-116.14717
"KNZY","San Diego, North Island, Naval Air Station","CA","SGX","NKX","America/Los_Angeles",32.69083,-117.20889
"KOAK","Oakland, Metro Oakland International Airport","CA","MTR","MUX","America/Los_Angeles",37.7178,-122.23294
"KOKB","Oceanside, Oceanside Municipal Airport","CA","SGX","NKX","America/Los_Angeles",33.21806,-117.35139
"KONT","Ontario International Airport","CA","SGX","SOX","America/Los_Angeles",34.05316,-117.57685
"KOVE","Oroville Municipal Airport","CA","STO","BBX","America/Los_Angeles",39.49436,-121.62223
"KOXR","Oxnard, Oxnard Airport","CA","LOX","VTX","America/Los_Angeles",34.20056,-119.20306
"KPAO","Palo Alto Airport","CA","MTR","MUX","America/Los_Angeles",37.46667,-122.11667
"KPMD","Palmdale, Palmdale Production Flight Plant","CA","LOX","EYX","America/Los_Angeles",34.62972,-118.08139
"KPOC","Brackett Field Airport","CA","LOX","SOX","America/Los_Angeles",34.09282,-117.77937
"KPRB","Paso Robles Municipal Airport","CA","LOX","VBX","America/Los_Angeles",35.66941,-120.62912
"KPSP","Palm Springs Regional Airport","CA","SGX","SOX","America/Los_Angeles",33.82219,-116.50431
"KPTV","Porterville, Porterville Municipal Airport","CA","HNX","HNX","America/Los_Angeles",36.03333,-119.06667
"KRAL","Riverside Municipal Airport","CA","SGX","SOX","America/Los_Angeles",33.95299,-117.43491
"KRBL","Red Bluff, Red Bluff Municipal Airport","CA","STO","BBX","America/Los_Angeles",40.15056,-122.25222
"KRDD","Redding Municipal Airport","CA","STO","BBX","America/Los_Angeles",40.51461,-122.2977
"KRHV","San Jose / Reid / Hillv","CA","MTR","MUX","America/Los_Angeles",37.33333,-121.81667
"KRIV","Riverside / March Air Force Base","CA","SGX","SOX","America/Los_Angeles",33.9,-117.25
"KRNM","Ramona, Ramona Airport","CA","SGX","NKX","America/Los_Angeles",33.0375,-116.91583
"KSAC","Sacramento Executive Airport","CA","STO","DAX","America/Los_Angeles",38.50674,-121.49597
"KSAN","San Diego, San Diego International-Lindbergh Field","CA","SGX","NKX","America/Los_Angeles",32.73361,-117.18306
"KSBA","Santa Barbara, Santa Barbara Municipal Airport","CA","LOX","VTX","America/Los_Angeles",34.42611,-119.84361
"KSBD","San Bernardino Intl. Airport","CA","SGX","SOX","America/Los_Angeles",34.09027,-117.24705
"KSBP","San Luis Obispo, San Luis Obispo County-Mc Chesney Field","CA","LOX","VBX","America/Los_Angeles",35.23611,-120.63611
"KSCK","Stockton, Stockton Metropolitan Airport","CA","STO","DAX","America/Los_Angeles",37.88972,-121.22361
"KSDB","Sandberg","CA","LOX","VTX","America/Los_Angeles",34.74361,-118.72444
"KSDM","San Diego, Brown Field Municipal Airport","CA","SGX","NKX","America/Los_Angeles",32.57528,-116.99306
"KSEE","Gillespie Field Airport","CA","SGX","NKX","America/Los_Angeles",32.82738,-116.97369
"KSFO","San Francisco, San Francisco International Airport","CA","MTR","MUX","America/Los_Angeles",37.61961,-122.36558
"KSIY","Montague Siskiyou County Airport","CA","MFR","MAX","America/Los_Angeles",41.77375,-122.46817
"KSJC","San Jose, San Jose International Airport","CA","MTR","MUX","America/Los_Angeles",37.35917,-121.92417
"KSLI","Los Alamitos Army Airfield","CA","SGX","SOX","America/Los_Angeles",33.79628,-118.04179
"KSMF","Sacramento International Airport","CA","STO","DAX","America/Los_Angeles",38.70071,-121.59479
"KSMO","Santa Monica, Santa Monica Municipal Airport","CA","LOX","SOX","America/Los_Angeles",34.01583,-118.45139
"KSMX","Santa Maria Public Airport/Capt G Allan Hancock Field","CA","LOX","VBX","America/Los_Angeles",34.89408,-120.45212
"KSNA","John Wayne-Orange County Airport","CA","SGX","SOX","America/Los_Angeles",33.6798,-117.8674
"KSNS","Salinas, Salinas Municipal Airport","CA","MTR","MUX","America/Los_Angeles",36.66361,-121.60806
"KSQL","San Carlos Airport","CA","MTR","MUX","America/Los_Angeles",37.51667,-122.25
"KSTS","Santa Rosa, Santa Rosa Sonoma County Airport","CA","MTR","DAX","America/Los_Angeles",38.5,-122.81667
"KSUU","Fairfield / Travis Air Force Base","CA","STO","DAX","America/Los_Angeles",38.26667,-121.95
"KSVE","Susanville Municipal Airport","CA","REV","RGX","America/Los_Angeles",40.37569,-120.57269
"KTOA","Torrance, Zamperini Field Airport","CA","LOX","SOX","America/Los_Angeles",33.8,-118.33333
"KTRK","Truckee-Tahoe","CA","REV","RGX","America/Los_Angeles",39.31667,-120.13333
"KTRM","Palm Springs, Jacqueline Cochran Regional Airport","CA","SGX","NKX","America/Los_Angeles",33.62667,-116.15944
"KTVL","South Lake Tahoe, Lake Tahoe Airport","CA","REV","RGX","America/Los_Angeles",38.89836,-119.99615
"KUKI","Ukiah Municipal Airport","CA","EKA","BBX","America/Los_Angeles",39.12783,-123.20011
"KVBG","Lompoc, Vandenberg Air Force Base","CA","LOX","VBX","America/Los_Angeles",34.72944,-120.57667
"KVCB","Vacaville Nut Tree Airport","CA","STO","DAX","America/Los_Angeles",38.37755,-121.95853
"KVIS","Visalia, Visalia Municipal Airport","CA","HNX","HNX","America/Los_Angeles",36.31667,-119.4
"KVNY","Van Nuys, Van Nuys Airport","CA","LOX","VTX","America/Los_Angeles",34.2125,-118.49083
"KWJF","General Wm J Fox Airfield","CA","LOX","EYX","America/Los_Angeles",34.74123,-118.21251
"KWVI","Watsonville, Watsonville Municipal Airport","CA","MTR","MUX","America/Los_Angeles",36.93944,-121.78889
"KAUN","Auburn Municipal Airport","CA","STO","DAX","America/Los_Angeles",38.95535,-121.08636
"KAVX","Avalon Catalina Airport","CA","LOX","SOX","America/Los_Angeles",33.40421,-118.41456
"KFCH","Fresno Chandler Executive Airport","CA","HNX","HNX","America/Los_Angeles",36.73096,-119.81465
"KIZA","Santa Ynez, Santa Ynez Airport","CA","LOX","VBX","America/Los_Angeles",34.60694,-120.07556
"KVCV","Victorville, Southern California Logistics Airport","CA","SGX","EYX","America/Los_Angeles",34.59722,-117.38278
"KWHP","Los Angeles, Whiteman Airport","CA","LOX","VTX","America/Los_Angeles",34.25,-118.4
"K9L2","Edwards, Edwards Air Force Auxiliary North Base","CA","HNX","EYX","America/Los_Angeles",34.98333,-117.85
"KJAQ","Westover Field - Amador County Airport","CA","STO","DAX","America/Los_Angeles",38.3768,-120.79391
"KAJO","Corona Airport","CA","SGX","SOX","America/Los_Angeles",33.8977,-117.6024
"KL35","Big Bear City Airport","CA","SGX","SOX","America/Los_Angeles",34.2638,-116.856
"KDVO","Novato / Gnoss Field","CA","MTR","DAX","America/Los_Angeles",38.14178,-122.55463
"KCVH","Hollister, CA","CA","MTR","MUX","America/Los_Angeles",36.8933,-121.4103
"KTSP","Tehachapi Municipal Airport","CA","HNX","EYX","America/Los_Angeles",35.135,-118.4392
"KEDU","University Airport","CA","STO","DAX","America/Los_Angeles",38.5315,-121.7865
"KPVF","Placerville Airport","CA","STO","DAX","America/Los_Angeles",38.7242,-120.7533
"KLHM","Lincoln Regional Karl Harder Field","CA","STO","DAX","America/Los_Angeles",38.9092,-121.3513
"KO69","Petaluma Municipal Airport","CA","MTR","DAX","America/Los_Angeles",38.2578,-122.6053
"KE16","South County Airport of Santa Clara County","CA","MTR","MUX","America/Los_Angeles",37.0815861,-121.5968056
"KFOT","Fortuna Rohnerville Airport","CA","EKA","BHX","America/Los_Angeles",40.55296,-124.13338
"KGOO","Nevada County Air Park","CA","STO","BBX","America/Los_Angeles",39.224028,-121.003083
"KO86","Trinity Center","CA","EKA","MAX","America/Los_Angeles",40.98452,-122.69342
"KBAN","MCMWTC BRIDGEPORT","CA","REV","RGX","America/Los_Angeles",38.3557,-119.5188
"KF70","Murrieta/Temecula French Valley","CA","SGX","SOX","America/Los_Angeles",33.5742,-117.1285
"KL18","Fallbrook Community Airpark","CA","SGX","NKX","America/Los_Angeles",33.3542,-117.2509
"KL52","Oceano County Airport","CA","LOX","VBX","America/Los_Angeles",35.10147,-120.62236
"KC83","Byron","CA","MTR","DAX","America/Los_Angeles",37.8276,-121.6244
"KO32","Reedley Municipal Airport","CA","HNX","HNX","America/Los_Angeles",36.671,-119.45103
"KL08","Borrego Valley Airport","CA","SGX","NKX","America/Los_Angeles",33.25903,-116.32097
"KAFF","Air Force Academy","CO","PUB","PUX","America/Denver",38.96667,-104.81667
"KAKO","Colorado Plains Regional Airport","CO","BOU","FTG","America/Denver",40.17428,-103.21459
"KALS","San Luis Valley Regional Airport","CO","PUB","PUX","America/Denver",37.43933,-105.8618
"KAPA","Denver - Centennial Airport","CO","BOU","FTG","America/Denver",39.55991,-104.84841
"KASE","Aspen-Pitkin County Airport","CO","GJT","GJX","America/Denver",39.22992,-106.87051
"KBJC","Broomfield / Jeffco","CO","BOU","FTG","America/Denver",39.90085,-105.10417
"KBKF","Buckley Air Force Base Airport","CO","BOU","FTG","America/Denver",39.71331,-104.75806
"KCAG","Craig-Moffat Airport","CO","GJT","GJX","America/Denver",40.49297,-107.52394
"KCEZ","Cortez-Montezuma County Airport","CO","GJT","GJX","America/Denver",37.30706,-108.62644
"KCOS","City Of Colorado Springs Municipal Airport","CO","PUB","PUX","America/Denver",38.80948,-104.68872
"KDEN","Denver, Denver International Airport","CO","BOU","FTG","America/Denver",39.84658,-104.65622
"KDRO","Durango-La Plata County Airport","CO","GJT","GJX","America/Denver",37.14312,-107.76023
"KEEO","Meeker Airport","CO","GJT","GJX","America/Denver",40.0444,-107.88832
"KEGE","Eagle County Regional","CO","GJT","GJX","America/Denver",39.65,-106.91667
"KFCS","Fort Carson","CO","PUB","PUX","America/Denver",38.7,-104.76667
"KFNL","Fort Collins/Loveland - Northern Colorado Regional Airport","CO","BOU","CYS","America/Denver",40.45,-105.01667
"KGJT","Grand Junction Regional Airport","CO","GJT","GJX","America/Denver",39.13389,-108.53861
"KGUC","Gunnison, Gunnison-Crested Butte Regional Airport","CO","GJT","GJX","America/Denver",38.53333,-106.93333
"KGXY","Greeley, Greeley-Weld County Airport","CO","BOU","FTG","America/Denver",40.43333,-104.63333
"KHDN","Hayden, Yampa Valley Airport","CO","GJT","GJX","America/Denver",40.48333,-107.21667
"KITR","Burlington - Carson County Airport","CO","GLD","GLD","America/Denver",39.24149,-102.2819
"KLAA","Lamar Municipal Airport","CO","PUB","PUX","America/Denver",38.07178,-102.68745
"KLHX","La Junta Municipal Airport","CO","PUB","PUX","America/Denver",38.04949,-103.51334
"KLIC","Limon Municipal Airport","CO","BOU","FTG","America/Denver",39.27334,-103.66738
"KLXV","Leadville, Lake County Airport","CO","PUB","FTG","America/Denver",39.22806,-106.31611
"KMTJ","Montrose, Montrose Regional Airport","CO","GJT","GJX","America/Denver",38.505,-107.8975
"KPUB","Pueblo Memorial Airport","CO","PUB","PUX","America/Denver",38.28869,-104.5057
"KRIL","Garfield County Regional Airport","CO","GJT","GJX","America/Denver",39.52793,-107.71961
"KSBS","Steamboat Springs","CO","GJT","GJX","America/Denver",40.5153,-106.86767
"KSPD","Springfield, Comanche National Grassland","CO","PUB","PUX","America/Denver",37.28333,-102.61667
"KTAD","Perry Stokes Airport","CO","PUB","PUX","America/Denver",37.26218,-104.33184
"KTEX","Telluride, Telluride Regional Airport","CO","GJT","GJX","America/Denver",37.95389,-107.90861
"KMYP","Salida - Monarch Pass","CO","PUB","GJX","America/Denver",38.4972,-106.3197
"KCCU","Copper Mountain - Red Cliff Pass","CO","BOU","FTG","America/Denver",39.47523,-106.15228
"KCPW","Pagosa Springs, Wolf Creek Pass","CO","PUB","GJX","America/Denver",37.45139,-106.80028
"KMNH","Elbert Mountain, Monument Pass","CO","BOU","FTG","America/Denver",39.21667,-104.63389
"K04V","Saguache, Saguache Municipal Airport","CO","PUB","PUX","America/Denver",38.09722,-106.16861
"K20V","Kremmling, Mc Elroy Airfield","CO","BOU","FTG","America/Denver",40.05361,-106.36889
"K4BM","Wilkerson Pass","CO","BOU","FTG","America/Denver",39.05028,-105.51444
"K5SM","Sunlight","CO","GJT","GJX","America/Denver",39.42556,-107.37917
"K7BM","Cottonwood Pass","CO","PUB","GJX","America/Denver",38.7825,-106.21806
"KFTG","Denver Nexrad","CO","BOU","FTG","America/Denver",39.78333,-104.55
"K0CO","Berthoud Pass","CO","BOU","FTG","America/Denver",39.79453,-105.76393
"K4V0","Rangely Airport","CO","GJT","GJX","America/Denver",40.09397,-108.76306
"KABH","ELLICOTT-B AFA","CO","PUB","PUX","America/Denver",38.7578,-104.3013
"KPSO","Stevens Field, Pagosa Springs","CO","GJT","GJX","America/Denver",37.2862,-107.056
"KEIK","Erie Municipal Airport","CO","BOU","FTG","America/Denver",40.01169,-105.05033
"K1V6","FREMONT","CO","PUB","PUX","America/Denver",38.41861,-105.1011
"K33V","Walden-Jackson County Airport","CO","BOU","CYS","America/Denver",40.7454,-106.2754
"KBDU","Boulder Municipal Airport","CO","BOU","FTG","America/Denver",40.0394297,-105.2258217
"KFLY","Meadow Lake Airport","CO","PUB","PUX","America/Denver",38.9439,-104.56838
"K2V5","Wray Municipal Airport","CO","GLD","GLD","America/Denver",40.09929,-102.24308
"KANK","Harriet Alexander Field Airport","CO","PUB","PUX","America/Denver",38.53828,-106.04864
"KAEJ","Central Colorado Regional Airport","CO","PUB","PUX","America/Denver",38.81416,-106.12069
"KLMO","Vance Brand Airport","CO","BOU","FTG","America/Denver",40.16115,-105.16042
"KHEQ","Holyoke Airport","CO","BOU","GLD","America/Denver",40.57155,-102.27676
"KSTK","Sterling Municipal Airport","CO","BOU","FTG","America/Denver",40.61331,-103.26109
"KAJZ","Delta/Blake Field Airport","CO","GJT","GJX","America/Denver",38.78688,-108.06584
"KAIB","Nucla Hopkins Field Airport","CO","GJT","GJX","America/Denver",38.23875,-108.563277
"KFMM","Fort Morgan Municipal Airport","CO","BOU","FTG","America/Denver",40.33148,-103.80704
"KCWN","Cheyenne Mountain","CO","PUB","PUX","America/Denver",38.75,-104.85
"KRCV","Astronaut Kent Rominger - Del Norte","CO","PUB","PUX","America/Denver",37.7138,-106.352
"KC07","Walton Peak","CO","GJT","GJX","America/Denver",40.35442,-106.69922
"K2V6","Yuma Municipal Airport","CO","GLD","GLD","America/Denver",40.1046,-102.7128
"KGNB","Granby-Grand County Airport","CO","BOU","FTG","America/Denver",40.09006,-105.91664
"KBDL","Windsor Locks, Bradley International Airport","CT","BOX","null","America/New_York",41.93806,-72.6825
"KBDR","Bridgeport, Sikorsky Memorial Airport","CT","OKX","null","America/New_York",41.16421,-73.12663
"KDXR","Danbury, Danbury Municipal Airport","CT","OKX","null","America/New_York",41.37167,-73.48444
"KGON","Groton / New London, Groton / New London Airport","CT","OKX","null","America/New_York",41.3275,-72.04944
"KHFD","Hartford, Hartford-Brainard Airport","CT","BOX","null","America/New_York",41.735,-72.65167
"KHVN","New Haven, Tweed-New Haven Airport","CT","OKX","null","America/New_York",41.26389,-72.88722
"KIJD","Willimantic, Windham Airport","CT","BOX","BOX","America/New_York",41.74194,-72.18361
"KMMK","Meriden, Meriden Markham Municipal Airport","CT","OKX","null","America/New_York",41.50972,-72.82778
"KOXC","Oxford, Waterbury-Oxford Airport","CT","OKX","null","America/New_York",41.48333,-73.13333
"KSNC","Chester, Chester Airport","CT","OKX","null","America/New_York",41.38389,-72.50583
"KDOV","Dover Air Force Base","DE","PHI","DOX","America/New_York",39.13333,-75.46667
"KGED","Georgetown - Delaware Coastal Airport","DE","PHI","DOX","America/New_York",38.68974,-75.36245
"KILG","Wilmington, New Castle County Airport","DE","PHI","DOX","America/New_York",39.67442,-75.60567
"KMLB","Melbourne International Airport","FL","MLB","MLB","America/New_York",28.09973,-80.6356
"K40J","Perry-Foley, Perry-Foley Airport","FL","TAE","TLH","America/New_York",30.07194,-83.57361
"KAAF","Apalachicola, Apalachicola","FL","TAE","TLH","America/New_York",29.72694,-85.02472
"KAPF","Naples, Naples Municipal Airport","FL","MFL","AMX","America/New_York",26.15,-81.76667
"KBCT","Boca Raton, Boca Raton Airport","FL","MFL","AMX","America/New_York",26.37861,-80.10778
"KBKV","Brooksville-Tampa Bay Regional Airport","FL","TBW","TBW","America/New_York",28.47361,-82.45444
"KBOW","Bartow Municipal","FL","TBW","TBW","America/New_York",27.95,-81.78333
"KCEW","Crestview, Sikes Airport","FL","MOB","EVX","America/Chicago",30.77222,-86.52
"KCOF","Cocoa - Patrick Air Force Base","FL","MLB","MLB","America/New_York",28.24219,-80.60799
"KCRG","Jacksonville Craig Municipal Airport","FL","JAX","JAX","America/New_York",30.33709,-81.51275
"KCTY","Cross City Airport","FL","TAE","VAX","America/New_York",29.633326,-83.105458
"KDAB","Daytona Beach International Airport","FL","MLB","MLB","America/New_York",29.17354,-81.07186
"KDTS","Destin, Destin-Ft. Walton Beach Airport","FL","MOB","EVX","America/Chicago",30.39333,-86.4675
"KEYW","Key West International Airport","FL","KEY","BYX","America/New_York",24.55707,-81.75539
"KFLL","Fort Lauderdale/Hollywood International Airport","FL","MFL","AMX","America/New_York",26.07874,-80.1622
"KFMY","Fort Myers, Page Field","FL","TBW","TBW","America/New_York",26.58417,-81.8625
"KFPR","Fort Pierce, St. Lucie County International Airport","FL","MLB","MLB","America/New_York",27.49806,-80.37667
"KFXE","Fort Lauderdale, Fort Lauderdale Executive Airport","FL","MFL","AMX","America/New_York",26.2,-80.18333
"KGIF","Winter Havens Gilbert Airport","FL","TBW","TBW","America/New_York",28.06138,-81.75684
"KGNV","Gainesville, Gainesville Regional Airport","FL","JAX","JAX","America/New_York",29.69194,-82.27556
